Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
a Lisp Environment,pl,0,0,172,0,0.0,172.0
Steel Bank Common Lisp,pl,0,0,171,0,0.0,171.0
LotusScript,pl,6,0,165,0,0.0,171.0
wah,pl,0,0,171,0,0.0,171.0
QuakeC,pl,1,0,170,0,0.0,171.0
Gist,pl,0,0,170,0,0.0,170.0
Just Another Scripting Syntax,pl,0,0,170,0,0.0,170.0
HAL/S,assembly,0,0,170,0,0.0,170.0
JIS X 0201,characterEncoding,0,0,170,0,0.0,170.0
Property Specification Language,pl,0,0,170,0,0.0,170.0
Om,pl,0,0,168,0,0.0,168.0
LiteScript,pl,0,0,168,0,0.0,168.0
CIR,ir,0,0,167,0,0.0,167.0
IBM Informix-4GL,queryLanguage,2,0,165,0,0.0,167.0
ALGOL W,pl,1,0,165,0,0.0,166.0
Text Adventure Development System,application,0,0,166,0,0.0,166.0
Avionics Architecture Design Language,pl,0,0,166,0,0.0,166.0
Kawa,pl,0,0,165,0,0.0,165.0
Trellis,pl,0,0,165,0,0.0,165.0
Magik,pl,0,0,165,0,0.0,165.0
Z++,pl,0,0,165,0,0.0,165.0
Oberon-2,pl,0,0,165,0,0.0,165.0
OGNL,pl,0,0,165,0,0.0,165.0
MOO,pl,0,0,80,0,83.0,163.0
semicolon,esolang,0,0,163,0,0.0,163.0
BETA,pl,6,0,156,0,0.0,162.0
zolang,pl,0,0,161,0,0.0,161.0
Mech,pl,0,0,161,0,0.0,161.0
PeopleCode,pl,6,0,155,0,0.0,161.0
Homa,protocol,0,0,161,0,0.0,161.0
PLANNER,pl,0,5,155,0,0.0,160.0
Energy Systems Language,notation,0,0,160,0,0.0,160.0
Transaction Language 1,pl,0,0,160,0,0.0,160.0
Gene transfer format,textDataFormat,0,0,160,0,0.0,160.0
SnapTag,barCodeFormat,0,0,160,0,0.0,160.0
Facelets,template,0,0,160,0,0.0,160.0
MEDUSA,pl,0,0,160,0,0.0,160.0
Flowcode,pl,0,0,160,0,0.0,160.0
video,pl,0,0,159,0,0.0,159.0
ana,pl,0,0,157,0,0.0,157.0
polyglot-compiler,compiler,0,0,157,0,0.0,157.0
KiXtart,pl,0,0,156,0,0.0,156.0
JavaFX Script,pl,0,0,156,0,0.0,156.0
Savi,pl,0,0,156,0,0.0,156.0
lever,pl,0,0,156,0,0.0,156.0
Li-Chen Wang,pl,0,0,155,0,0.0,155.0
Scratchpad,pl,0,0,155,0,0.0,155.0
Watcom,pl,0,0,155,0,0.0,155.0
l2,pl,0,0,155,0,0.0,155.0
Flavors,pl,0,0,155,0,0.0,155.0
QtScript,pl,0,0,155,0,0.0,155.0
Jisp,pl,0,0,154,0,0.0,154.0
mys,pl,0,0,153,0,0.0,153.0
NWScript,pl,0,0,75,0,78.0,153.0
JOSS,pl,2,0,150,0,0.0,152.0
Rapira,pl,0,0,151,0,0.0,151.0
OPS5,pl,1,0,150,0,0.0,151.0
Lustre,pl,1,0,150,0,0.0,151.0
EGL,pl,1,0,150,0,0.0,151.0
MAGMA,pl,0,0,151,0,0.0,151.0
Synon,pl,0,0,150,0,0.0,150.0
XCAS,pl,0,0,150,0,0.0,150.0
PL/P,pl,0,0,150,0,0.0,150.0
Casio BASIC,pl,0,0,150,0,0.0,150.0
Sweave,template,0,0,150,0,0.0,150.0
DYNAMO,pl,0,0,150,0,0.0,150.0
Integrated Data Store,queryLanguage,0,0,150,0,0.0,150.0
Eurisko,pl,0,0,150,0,0.0,150.0
StarLogo,pl,0,0,150,0,0.0,150.0
Morfik,pl,0,0,150,0,0.0,150.0
RamdaScript,pl,0,0,149,0,0.0,149.0
hivemind,pl,0,0,148,0,0.0,148.0
pointless,pl,0,0,147,0,0.0,147.0
moya,pl,0,0,147,0,0.0,147.0
Gforth,pl,0,0,146,0,0.0,146.0
JSON Lines,dataNotation,0,0,146,0,0.0,146.0
tablam,queryLanguage,0,0,146,0,0.0,146.0
mythryl,pl,0,0,146,0,0.0,146.0
MAPPER,pl,0,0,145,0,0.0,145.0
UPIC,pl,0,0,145,0,0.0,145.0
HOPE,pl,0,0,145,0,0.0,145.0
Sun Raster,binaryDataFormat,0,0,145,0,0.0,145.0
YARV,vm,0,0,145,0,0.0,145.0
Scribe,pl,0,0,145,0,0.0,145.0
Thue,esolang,0,0,145,0,0.0,145.0
vivaldi,pl,0,0,143,0,0.0,143.0
Prograph,pl,3,0,140,0,0.0,143.0
Pyrex,pl,0,0,141,0,0.0,141.0
PascalABC.NET,pl,0,0,141,0,0.0,141.0
ISWIM,pl,0,0,140,0,0.0,140.0
GML,xmlFormat,3,2,135,0,0.0,140.0
CHICKEN,pl,0,0,140,0,0.0,140.0
Michigan Algorithm Decoder,pl,0,0,140,0,0.0,140.0
Wonkey,pl,0,0,140,0,0.0,140.0
Gren,pl,0,0,137,0,0.0,137.0
kei,pl,0,0,137,0,0.0,137.0
mages,pl,0,0,137,0,0.0,137.0
holyc,pl,0,0,0,0,137.0,137.0
ARexx,pl,1,0,135,0,0.0,136.0
jonprl,pl,0,0,136,0,0.0,136.0
ATLAS Transformation Language,pl,0,0,136,0,0.0,136.0
Epigram,pl,1,0,135,0,0.0,136.0
edgelisp,pl,0,0,136,0,0.0,136.0
CONVERT,pl,0,0,135,0,0.0,135.0
D data language specification,queryLanguage,0,0,135,0,0.0,135.0
COMAL,pl,0,0,135,0,0.0,135.0
CRAM file format,binaryDataFormat,0,0,135,0,0.0,135.0
WATFIV,pl,0,0,135,0,0.0,135.0
GeneXus,pl,0,0,135,0,0.0,135.0
True BASIC,pl,0,0,135,0,0.0,135.0
STOS BASIC,pl,0,0,135,0,0.0,135.0
Yabasic,pl,0,0,135,0,0.0,135.0
unseemly,pl,0,0,135,0,0.0,135.0
txtzyme,pl,0,0,134,0,0.0,134.0
Augeas,pl,0,0,66,0,68.0,134.0
Subleq,isa,0,0,134,0,0.0,134.0
typecobol,pl,0,0,133,0,0.0,133.0
ToonTalk,pl,0,0,133,0,0.0,133.0
CMS-2,pl,1,0,130,0,0.0,131.0
Gellish,textMarkup,1,0,130,0,0.0,131.0
Sather,pl,1,3,126,0,0.0,130.0
Perl Data Language,pl,0,0,130,0,0.0,130.0
gentee,pl,0,0,130,0,0.0,130.0
Alternate Instruction Set,isa,0,0,130,0,0.0,130.0
Model 204,pl,0,0,130,0,0.0,130.0
SequenceL,pl,0,0,130,0,0.0,130.0
Promela,pl,0,0,20,0,109.0,129.0
CLIST,pl,3,0,125,0,0.0,128.0
FaCT,pl,0,1,126,0,0.0,127.0
loci,pl,0,0,127,0,0.0,127.0
Wart,pl,0,0,127,0,0.0,127.0
Nial,pl,1,0,125,0,0.0,126.0
Strongtalk,pl,0,0,126,0,0.0,126.0
RATFOR,pl,0,0,126,0,0.0,126.0
r4,pl,0,0,126,0,0.0,126.0
Lisp Machine Lisp,pl,0,0,125,0,0.0,125.0
Not eXactly C,pl,0,0,125,0,0.0,125.0
Piet,esolang,0,0,125,0,0.0,125.0
Kalyn,pl,0,0,125,0,0.0,125.0
T,pl,0,0,125,0,0.0,125.0
Lava,pl,0,0,125,0,0.0,125.0
HyTime,pl,0,0,125,0,0.0,125.0
Linden Scripting Language,pl,0,0,125,0,0.0,125.0
Liberty BASIC,pl,0,0,125,0,0.0,125.0
PLEX,pl,0,0,125,0,0.0,125.0
XPL,pl,0,0,125,0,0.0,125.0
Euler,pl,0,0,125,0,0.0,125.0
AmigaBASIC,pl,0,0,125,0,0.0,125.0
Easytrieve,pl,0,0,125,0,0.0,125.0
hamdown,textMarkup,0,0,124,0,0.0,124.0
Slony,application,0,0,124,0,0.0,124.0
Forml,pl,0,0,123,0,0.0,123.0
Encore,pl,0,0,123,0,0.0,123.0
Charity,pl,0,0,111,0,11.0,122.0
Brain-Flak,esolang,0,0,122,0,0.0,122.0
CHILL,pl,1,0,120,0,0.0,121.0
Interlisp,pl,1,0,120,0,0.0,121.0
monte,pl,15,0,106,0,0.0,121.0
Algebraic modeling language,pl,0,0,120,0,0.0,120.0
Qore,pl,0,0,120,0,0.0,120.0
R++,pl,0,0,120,0,0.0,120.0
GFA BASIC,pl,0,0,120,0,0.0,120.0
WMLScript,pl,0,0,120,0,0.0,120.0
Processor Technology,pl,0,0,120,0,0.0,120.0
LispWorks,pl,0,0,120,0,0.0,120.0
ktexteditor-editor,editor,0,0,119,0,0.0,119.0
aretext,editor,0,0,119,0,0.0,119.0
Unicon,pl,1,2,116,0,0.0,119.0
Business Basic,pl,3,0,115,0,0.0,118.0
ELFE,pl,0,0,118,0,0.0,118.0
OPL,pl,6,0,111,0,0.0,117.0
LUCID,pl,2,0,115,0,0.0,117.0
pasukon,grammarLanguage,0,0,117,0,0.0,117.0
Ohayo,pl,0,0,117,0,0.0,117.0
MDL,pl,2,0,115,0,0.0,117.0
tht,pl,0,0,116,0,0.0,116.0
JAL compiler,compiler,0,0,116,0,0.0,116.0
Netlib,library,0,0,116,0,0.0,116.0
Caché ObjectScript,pl,1,0,115,0,0.0,116.0
C shell,pl,0,0,116,0,0.0,116.0
PTX,assembly,0,0,116,0,0.0,116.0
Ezhil,pl,0,0,116,0,0.0,116.0
Cell,pl,9,0,106,0,0.0,115.0
XBase++,pl,0,0,115,0,0.0,115.0
Nomad software,pl,0,0,115,0,0.0,115.0
Visual Objects,pl,0,0,115,0,0.0,115.0
MSX BASIC,pl,0,0,115,0,0.0,115.0
SPIP,pl,0,0,115,0,0.0,115.0
Amigas,pl,0,0,115,0,0.0,115.0
AUI,pl,0,0,115,0,0.0,115.0
Continuity of Care Record,xmlFormat,0,0,115,0,0.0,115.0
Newsqueak,pl,0,0,115,0,0.0,115.0
ABC 80,pl,0,0,115,0,0.0,115.0
Hopscotch,pl,0,0,115,0,0.0,115.0
WebDNA,pl,0,0,115,0,0.0,115.0
Template Attribute Language,template,0,0,115,0,0.0,115.0
Programming Language for Business,pl,0,0,115,0,0.0,115.0
Bounce,pl,0,0,114,0,0.0,114.0
GNU Data Language,idl,1,0,111,0,0.0,112.0
EasyLanguage,pl,1,0,110,0,0.0,111.0
Pascal Script,pl,0,0,111,0,0.0,111.0
ircis,esolang,0,0,111,0,0.0,111.0
SIMPL,pl,1,0,110,0,0.0,111.0
IP Pascal,pl,0,0,111,0,0.0,111.0
Winbatch,pl,0,0,111,0,0.0,111.0
DML,pl,0,0,110,0,0.0,110.0
Tandem Advanced Command Language,pl,0,0,110,0,0.0,110.0
Concurrent ML,pl,0,0,110,0,0.0,110.0
SNOOP,pl,0,0,110,0,0.0,110.0
OpenROAD,pl,0,0,110,0,0.0,110.0
GUIDO music notation,textDataFormat,0,0,110,0,0.0,110.0
WinWrap Basic,pl,0,0,110,0,0.0,110.0
Common Data Format,binaryDataFormat,0,0,110,0,0.0,110.0
THINK C,pl,0,0,110,0,0.0,110.0
Pop-11,pl,0,0,110,0,0.0,110.0
hrqr,barCodeFormat,0,0,110,0,0.0,110.0
ProvideX,pl,0,0,110,0,0.0,110.0
Formulating On-Line Calculations in Algebraic Language,pl,0,0,110,0,0.0,110.0
Preferred Executable Format,pl,0,0,110,0,0.0,110.0
IBM i Control Language,pl,0,0,110,0,0.0,110.0
Daisy Systems,pl,0,0,110,0,0.0,110.0
SIMSCRIPT,pl,4,0,105,0,0.0,109.0
elena,pl,0,0,107,0,0.0,107.0
Data Catalog Vocabulary,schema,0,0,106,0,0.0,106.0
RoboMind,pl,0,0,106,0,0.0,106.0
obsidian,pl,0,0,106,0,0.0,106.0
Newspeak,pl,0,0,106,0,0.0,106.0
CORAL,pl,1,0,105,0,0.0,106.0
Object Rexx,pl,0,0,106,0,0.0,106.0
Easy Programming Language,pl,0,0,105,0,0.0,105.0
Omnis Studio,pl,0,0,105,0,0.0,105.0
Meta II,grammarLanguage,0,0,105,0,0.0,105.0
Protel,pl,0,0,105,0,0.0,105.0
Systems Biology Markup Language,xmlFormat,0,0,105,0,0.0,105.0
ITL,pl,0,0,105,0,0.0,105.0
TUTOR,pl,0,0,105,0,0.0,105.0
V,esolang,0,0,105,0,0.0,105.0
Locomotive BASIC,pl,0,0,105,0,0.0,105.0
OpenVera,pl,0,0,105,0,0.0,105.0
NS Basic,pl,0,0,105,0,0.0,105.0
Information Presentation Facility,pl,0,0,105,0,0.0,105.0
Python for S60,pl,0,0,105,0,0.0,105.0
SCRIPT markup,pl,0,0,105,0,0.0,105.0
Sawzall,pl,0,0,105,0,0.0,105.0
Fjölnir,pl,0,0,105,0,0.0,105.0
TAL,pl,0,0,105,0,0.0,105.0
ISLISP,pl,0,0,105,0,0.0,105.0
Handel-C,pl,0,0,105,0,0.0,105.0
Executive Systems Problem Oriented Language,pl,0,0,105,0,0.0,105.0
Rocky Mountain BASIC,pl,0,0,105,0,0.0,105.0
NewtonScript,pl,3,0,100,0,0.0,103.0
COMIT,pl,3,0,100,0,0.0,103.0
orange,pl,0,0,102,0,0.0,102.0
GLBasic,pl,0,0,101,0,0.0,101.0
Refal,pl,0,0,101,0,0.0,101.0
Sophia,contractLanguage,0,0,101,0,0.0,101.0
PALASM,pl,0,0,100,0,0.0,100.0
Intuit Interchange Format,textDataFormat,0,0,100,0,0.0,100.0
String diagram,notation,0,0,100,0,0.0,100.0
SISAL,pl,0,0,100,0,0.0,100.0
Ravenscar profile,pl,0,0,100,0,0.0,100.0
Yet Another Scripting Language,pl,0,0,100,0,0.0,100.0
WOL,pl,0,0,100,0,0.0,100.0
reforth,pl,0,0,100,0,0.0,100.0
BASIC-PLUS,pl,0,0,100,0,0.0,100.0
Spec Sharp,pl,0,0,100,0,0.0,100.0
ASIC,pl,0,0,100,0,0.0,100.0
Simons' BASIC,pl,0,0,100,0,0.0,100.0
Framework office suite,pl,0,0,100,0,0.0,100.0
REALBasic (now Xojo),pl,0,0,0,0,99.0,99.0
Ciel,pl,0,0,99,0,0.0,99.0
Crema,pl,0,0,99,0,0.0,99.0
Star,pl,0,0,98,0,0.0,98.0
Jazz,pl,0,0,96,0,0.0,96.0
Coco/R,grammarLanguage,0,0,96,0,0.0,96.0
Action!,pl,1,0,95,0,0.0,96.0
Speakeasy,pl,0,0,96,0,0.0,96.0
Ciao,pl,0,0,96,0,0.0,96.0
Twelf,pl,0,0,95,0,0.0,95.0
TASM,pl,0,0,95,0,0.0,95.0
IDL specification language,idl,0,0,95,0,0.0,95.0
ThinBasic,pl,0,0,95,0,0.0,95.0
OpenLisp,pl,0,0,95,0,0.0,95.0
Joule,pl,0,0,95,0,0.0,95.0
Gödel (Goedel),pl,0,0,95,0,0.0,95.0
LINC 4GL,pl,0,0,95,0,0.0,95.0
AUTOCODER,assembly,0,0,95,0,0.0,95.0
Text Executive Programming Language,pl,0,0,95,0,0.0,95.0
Wirth syntax notation,grammarLanguage,0,0,95,0,0.0,95.0
Tosh,pl,0,0,95,0,0.0,95.0
parenthetic,esolang,0,0,93,0,0.0,93.0
Yorick,pl,1,1,91,0,0.0,93.0
PICO,pl,0,0,91,0,0.0,91.0
Agilent VEE,pl,0,0,91,0,0.0,91.0
Simple Actor Language System and Architecture,pl,0,0,91,0,0.0,91.0
MUDDL,pl,0,0,91,0,0.0,91.0
GEL Genius,pl,0,0,91,0,0.0,91.0
GOLD,grammarLanguage,0,0,91,0,0.0,91.0
FL,pl,0,0,90,0,0.0,90.0
Chinese BASIC,pl,0,0,90,0,0.0,90.0
Scsh,pl,0,0,90,0,0.0,90.0
GARP,pl,0,0,90,0,0.0,90.0
DEMOS,pl,0,0,90,0,0.0,90.0
Abbreviated Test Language for All Systems,pl,0,0,90,0,0.0,90.0
SLIP,pl,0,0,90,0,0.0,90.0
RuleML,pl,0,0,90,0,0.0,90.0
PROIV,pl,0,0,90,0,0.0,90.0
aplette,pl,0,0,90,0,0.0,90.0
Flex language,pl,0,0,90,0,0.0,90.0
CS-Script,pl,0,0,90,0,0.0,90.0
POP-2,pl,0,0,90,0,0.0,90.0
EuLisp,pl,0,0,90,0,0.0,90.0
MIMIC,pl,0,0,90,0,0.0,90.0
Genshi,template,0,0,60,0,30.0,90.0
Knowledge Interchange Format,pl,0,0,90,0,0.0,90.0
Cullinet,pl,0,0,90,0,0.0,90.0
Stalin,compiler,0,0,90,0,0.0,90.0
Amiga E,pl,0,0,90,0,0.0,90.0
Structured Product Labeling,xmlFormat,0,0,90,0,0.0,90.0
mycroft,pl,0,0,89,0,0.0,89.0
Adept,pl,0,0,89,0,0.0,89.0
Jule,pl,0,0,89,0,0.0,89.0
glush,grammarLanguage,0,0,88,0,0.0,88.0
Taijilang,pl,0,0,87,0,0.0,87.0
ralph,pl,0,0,87,0,0.0,87.0
Slideshow,textMarkup,0,0,87,0,0.0,87.0
GRASS,pl,2,0,85,0,0.0,87.0
TRAC,pl,2,0,85,0,0.0,87.0
MiniD,pl,0,0,86,0,0.0,86.0
Battlestar,pl,0,0,86,0,0.0,86.0
Lite-C,pl,0,0,86,0,0.0,86.0
CMU Common Lisp,pl,0,0,86,0,0.0,86.0
Dolittle,pl,0,0,86,0,0.0,86.0
Orc,pl,0,0,86,0,0.0,86.0
ColorForth,pl,0,0,86,0,0.0,86.0
Marine Trading Markup Language,xmlFormat,0,0,1,0,85.0,86.0
INFER,pl,0,0,85,0,0.0,85.0
Robot Battle,pl,0,0,85,0,0.0,85.0
Refer,textMarkup,0,0,85,0,0.0,85.0
Fuzzy Markup Language,xmlFormat,0,0,85,0,0.0,85.0
Standard for Exchange of Non-clinical Data,standard,0,0,85,0,0.0,85.0
S/SL,pl,0,0,85,0,0.0,85.0
Digital Interactive Business Oriented Language,pl,0,0,85,0,0.0,85.0
Binary Alignment Map,binaryDataFormat,0,0,85,0,0.0,85.0
hoon,pl,0,0,1,0,84.0,85.0
VAL,pl,0,0,85,0,0.0,85.0
Stockholm format,textDataFormat,0,0,85,0,0.0,85.0
ActiveVFP,pl,0,0,85,0,0.0,85.0
ISBL,pl,0,0,85,0,0.0,85.0
SIGNAL,pl,0,0,85,0,0.0,85.0
Color BASIC,pl,0,0,85,0,0.0,85.0
HP Time-Shared BASIC,pl,0,0,85,0,0.0,85.0
WDDX,pl,0,0,85,0,0.0,85.0
NEWP,pl,0,0,85,0,0.0,85.0
POPLOG,pl,0,0,85,0,0.0,85.0
KamilaLisp,pl,0,0,84,0,0.0,84.0
Miva,pl,2,0,81,0,0.0,83.0
eco-editor,editor,0,0,83,0,0.0,83.0
ODRL,pl,0,3,80,0,0.0,83.0
Kamby,pl,0,0,83,0,0.0,83.0
egel,interpreter,0,0,82,0,0.0,82.0
Candy,pl,0,0,82,0,0.0,82.0
sham,grammarLanguage,0,0,81,0,0.0,81.0
Dexterity,pl,0,1,80,0,0.0,81.0
Common Lisp with Arc Macros and Procedures,pl,0,0,81,0,0.0,81.0
RLaB,pl,1,0,80,0,0.0,81.0
Yacas,pl,0,0,81,0,0.0,81.0
Aldor,pl,0,0,81,0,0.0,81.0
Mouse,pl,0,0,81,0,0.0,81.0
SASL,pl,0,0,80,0,0.0,80.0
DARPA Agent Markup Language,xmlFormat,0,0,80,0,0.0,80.0
PASCAL/MT+,pl,0,0,80,0,0.0,80.0
Join Java,pl,0,0,80,0,0.0,80.0
LIMDEP,pl,0,0,80,0,0.0,80.0
Atom,pl,0,0,80,0,0.0,80.0
MATH-MATIC,pl,0,0,80,0,0.0,80.0
GameMonkey Script,pl,0,0,80,0,0.0,80.0
UIML,xmlFormat,0,0,80,0,0.0,80.0
Turbo Basic,pl,0,0,80,0,0.0,80.0
I,pl,0,0,80,0,0.0,80.0
MAI Basic Four,pl,0,0,80,0,0.0,80.0
Argus,pl,0,0,80,0,0.0,80.0
Turbo-Basic XL,pl,0,0,80,0,0.0,80.0
PBASIC,pl,0,0,80,0,0.0,80.0
Sing Sharp,pl,0,0,80,0,0.0,80.0
Visual Test,pl,0,0,80,0,0.0,80.0
Chomski,pl,0,0,80,0,0.0,80.0
Euclid,pl,0,0,80,0,0.0,80.0
NATURAL,pl,0,44,35,0,0.0,79.0
grid-notation,textDataFormat,0,0,79,0,0.0,79.0
fork-lang,pl,0,0,79,0,0.0,79.0
lambda-zero,pl,0,0,78,0,0.0,78.0
MewMew,esolang,0,0,77,0,0.0,77.0
Ante,esolang,0,1,76,0,0.0,77.0
QOIR,binaryDataFormat,0,0,77,0,0.0,77.0
Chipmunk Basic,pl,0,0,76,0,0.0,76.0
SenseTalk,pl,0,0,76,0,0.0,76.0
Khepri,pl,0,0,76,0,0.0,76.0
SAC,pl,0,0,76,0,0.0,76.0
RenderMan Shading Language,pl,0,0,75,0,0.0,75.0
Election Markup Language,xmlFormat,0,0,75,0,0.0,75.0
Blitz3D,pl,0,0,75,0,0.0,75.0
RapidQ,pl,0,0,75,0,0.0,75.0
Split-C,pl,0,0,75,0,0.0,75.0
Cayenne,pl,0,0,75,0,0.0,75.0
sugartex,textMarkup,0,0,75,0,0.0,75.0
HP BASIC for OpenVMS,pl,0,0,75,0,0.0,75.0
SISC,pl,0,0,75,0,0.0,75.0
Dak,pl,0,0,75,0,0.0,75.0
CBASIC,pl,0,0,75,0,0.0,75.0
Alpha,pl,0,0,75,0,0.0,75.0
Janus,pl,0,0,75,0,0.0,75.0
Forte 4GL,pl,0,0,75,0,0.0,75.0
Scheme 2-D,pl,0,0,75,0,0.0,75.0
Basic4ppc,pl,0,0,75,0,0.0,75.0
Aztec C,pl,0,0,75,0,0.0,75.0
CECIL,pl,0,0,75,0,0.0,75.0
FutureBASIC,pl,0,0,75,0,0.0,75.0
PowerHouse,pl,0,0,75,0,0.0,75.0
ALTRAN,pl,0,0,75,0,0.0,75.0
ΛProlog,pl,0,0,75,0,0.0,75.0
UNCOL,ir,0,0,75,0,0.0,75.0
Secure Operations Language,pl,0,0,75,0,0.0,75.0
NL,application,0,0,75,0,0.0,75.0
Typographical Number Theory,notation,0,0,75,0,0.0,75.0
Atlas Autocode,pl,0,0,75,0,0.0,75.0
SCM,pl,0,0,75,0,0.0,75.0
y-lang,pl,0,0,74,0,0.0,74.0
Proteus,pl,0,4,70,0,0.0,74.0
kai,pl,0,0,73,0,0.0,73.0
NESL,pl,0,3,70,0,0.0,73.0
silk,pl,0,0,73,0,0.0,73.0
CLOS,pl,3,0,70,0,0.0,73.0
WML,template,5,0,66,0,0.0,71.0
Calypso,pl,0,0,71,0,0.0,71.0
Alma-0,pl,0,0,71,0,0.0,71.0
TOM,pl,0,0,71,0,0.0,71.0
Mama,pl,0,0,71,0,0.0,71.0
Formula language,pl,0,0,71,0,0.0,71.0
OBJ,pl,0,6,65,0,0.0,71.0
Matita,pl,0,1,70,0,0.0,71.0
Rockstar,esolang,0,0,71,0,0.0,71.0
Langage Implementation Systeme,pl,0,0,70,0,0.0,70.0
Distributed Application Specification Language,pl,0,0,70,0,0.0,70.0
Algebraic Logic Functional,pl,0,0,70,0,0.0,70.0
Snowball,pl,0,0,70,0,0.0,70.0
KRC,pl,0,0,70,0,0.0,70.0
Optimized Systems Software,pl,0,0,70,0,0.0,70.0
Meditech Interpretive Information System,pl,0,0,70,0,0.0,70.0
Cornell University Programming Language,pl,0,0,70,0,0.0,70.0
BCX,pl,0,0,70,0,0.0,70.0
AgentSpeak,pl,0,0,70,0,0.0,70.0
WFL,pl,0,0,70,0,0.0,70.0
Caltech Intermediate Form,pl,0,0,70,0,0.0,70.0
PIKT,pl,0,0,70,0,0.0,70.0
OptimJ,pl,0,0,70,0,0.0,70.0
NeXML format,xmlFormat,0,0,70,0,0.0,70.0
DML,pl,0,0,70,0,0.0,70.0
whack,pl,0,0,70,0,0.0,70.0
Aheui,esolang,0,0,70,0,0.0,70.0
Rita,pl,0,0,70,0,0.0,70.0
UBASIC,pl,0,0,70,0,0.0,70.0
Heron,pl,0,0,70,0,0.0,70.0
Actor,pl,0,0,70,0,0.0,70.0
OMeta,grammarLanguage,0,0,70,0,0.0,70.0
ZigZag,knowledgeBase,0,0,70,0,0.0,70.0
NPL,pl,0,0,70,0,0.0,70.0
SR,pl,0,0,70,0,0.0,70.0
preforth,pl,0,0,70,0,0.0,70.0
IFPS,pl,0,0,70,0,0.0,70.0
Atari Microsoft BASIC,pl,0,0,70,0,0.0,70.0
Le-Lisp,pl,0,0,70,0,0.0,70.0
PL/C,pl,0,0,70,0,0.0,70.0
Flatline,pl,0,0,70,0,0.0,70.0
Run BASIC,pl,0,0,70,0,0.0,70.0
SMX,pl,0,0,70,0,0.0,70.0
ELLA,pl,0,0,70,0,0.0,70.0
Abstract State Machine Language,pl,0,0,70,0,0.0,70.0
CA-Telon,pl,0,0,70,0,0.0,70.0
Lynx,pl,0,0,70,0,0.0,70.0
Gello Expression Language,pl,0,0,70,0,0.0,70.0
JSONScript,pl,0,0,69,0,0.0,69.0
Leda,pl,0,0,68,0,0.0,68.0
manool,pl,0,0,67,0,0.0,67.0
Subtext,pl,0,0,66,0,0.0,66.0
DarkBASIC,pl,0,0,66,0,0.0,66.0
NilScript,pl,0,0,66,0,0.0,66.0
juniper,pl,0,0,66,0,0.0,66.0
Nice,pl,0,0,66,0,0.0,66.0
NetRexx,pl,1,0,65,0,0.0,66.0
Squire,pl,0,0,66,0,0.0,66.0
IBM BASICA,pl,0,0,65,0,0.0,65.0
Irvine Dataflow,pl,0,0,65,0,0.0,65.0
Obliq,pl,0,0,65,0,0.0,65.0
Graphics BASIC,pl,0,0,65,0,0.0,65.0
MACRO-11,pl,0,0,65,0,0.0,65.0
Polymorphic Programming Language,pl,0,0,65,0,0.0,65.0
ARITH-MATIC,pl,0,0,65,0,0.0,65.0
IMP,pl,0,0,65,0,0.0,65.0
CLAIRE,pl,0,0,65,0,0.0,65.0
Atari ST BASIC,pl,0,0,65,0,0.0,65.0
Portable Standard Lisp,pl,0,0,65,0,0.0,65.0
Onyx,pl,0,0,65,0,0.0,65.0
S-algol,pl,0,0,65,0,0.0,65.0
JOSS Extended and Adapted for Nineteen-hundred,pl,0,0,65,0,0.0,65.0
PVS,pl,0,0,65,0,0.0,65.0
Ubercode,pl,0,0,65,0,0.0,65.0
Occam π,pl,0,0,65,0,0.0,65.0
SuperBASIC,pl,0,0,65,0,0.0,65.0
Yoix,pl,0,0,65,0,0.0,65.0
CAL Actor Language,pl,0,0,65,0,0.0,65.0
TTM,pl,0,0,65,0,0.0,65.0
Actor-Based Concurrent Language,pl,0,0,65,0,0.0,65.0
FuzzyCLIPS,knowledgeBase,0,0,65,0,0.0,65.0
Tektronix 4050,pl,0,0,65,0,0.0,65.0
IBM 1401 Symbolic Programming System,compiler,0,0,65,0,0.0,65.0
Strand,pl,0,0,65,0,0.0,65.0
Real-time Cmix,pl,0,0,65,0,0.0,65.0
Ease,pl,0,0,65,0,0.0,65.0
Information Algebra,pl,0,0,65,0,0.0,65.0
MARK IV,pl,0,0,65,0,0.0,65.0
Fenix Project,pl,0,0,65,0,0.0,65.0
Edinburgh IMP,pl,0,0,65,0,0.0,65.0
rainbow,pl,0,0,65,0,0.0,65.0
Knowledge Query and Manipulation Language,queryLanguage,0,0,65,0,0.0,65.0
ScriptBasic,pl,0,0,65,0,0.0,65.0
Basic-256,pl,0,0,65,0,0.0,65.0
BASICODE,pl,0,0,65,0,0.0,65.0
Q,pl,1,2,61,0,0.0,64.0
BlazeX,pl,0,0,64,0,0.0,64.0
fjs,pl,0,0,64,0,0.0,64.0
ugBASIC,pl,0,0,63,0,0.0,63.0
dyvil,pl,0,0,63,0,0.0,63.0
cor,pl,0,0,63,0,0.0,63.0
taf,pl,0,0,63,0,0.0,63.0
Knight,pl,0,0,62,0,0.0,62.0
setlx,pl,0,0,62,0,0.0,62.0
YAP,pl,0,2,60,0,0.0,62.0
EXEC,pl,2,0,60,0,0.0,62.0
quaint-lang,pl,0,0,62,0,0.0,62.0
